gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0012300025,20231012/CHAWAS,2023-10-12,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612766,WAS,CHA,98,92,23-24
0012300026,20231012/ORLCLE,2023-10-12,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612753,CLE,ORL,105,108,23-24
0012300027,20231012/DETOKC,2023-10-12,19:00:00,,Bell Centre,Montreal,3,Final,1610612760,1610612765,OKC,DET,125,128,23-24
0012300028,20231012/MEMATL,2023-10-12,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612763,ATL,MEM,103,102,23-24
0012300029,20231012/MRABKN,2023-10-12,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,50009,BKN,MRA,135,103,23-24
0012300030,20231012/DENCHI,2023-10-12,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612743,CHI,DEN,133,124,23-24
0012300031,20231012/HOUNOP,2023-10-12,20:00:00,,Legacy Arena at the BJCC,Birmingham,3,Final,1610612740,1610612745,NOP,HOU,87,120,23-24
0012300032,20231012/PHXPOR,2023-10-12,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612756,POR,PHX,111,122,23-24
0012300033,20231013/MIASAS,2023-10-13,19:30:00,,Frost Bank Center,San Antonio,3,Final,1610612759,1610612748,SAS,MIA,120,104,23-24
0012300034,20231013/GSWLAL,2023-10-13,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612744,LAL,GSW,125,129,23-24
0012300035,20231014/NOPATL,2023-10-14,15:30:00,,Gateway Center Arena,College Park,3,Final,1610612737,1610612740,ATL,NOP,110,105,23-24
0012300036,20231014/MINNYK,2023-10-14,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612750,NYK,MIN,112,121,23-24
0012300037,20231014/PORUTA,2023-10-14,21:00:00,,Delta Center,Salt Lake City,3,Final,1610612762,1610612757,UTA,POR,138,133,23-24
0012300038,20231015/OKCCHA,2023-10-15,17:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612760,CHA,OKC,117,115,23-24
0012300039,20231015/MEMMIA,2023-10-15,18:00:00,,Kaseya Center,Miami,3,Final,1610612748,1610612763,MIA,MEM,132,124,23-24
0012300040,20231015/CNSTOR,2023-10-15,18:00:00,,Scotiabank Arena,Toronto,3,Final,1610612761,15022,TOR,CNS,134,93,23-24
0012300041,20231015/MILLAL,2023-10-15,19:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612749,LAL,MIL,97,108,23-24
0012300042,20231015/CHIDEN,2023-10-15,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612741,DEN,CHI,116,102,23-24
0012300043,20231015/GSWSAC,2023-10-15,21:30:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612744,SAC,GSW,115,121,23-24
0012300044,20231016/ATLIND,2023-10-16,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612737,IND,ATL,116,112,23-24
0012300045,20231016/MRACLE,2023-10-16,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,50009,CLE,MRA,120,89,23-24
0012300046,20231016/PHIBKN,2023-10-16,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612755,BKN,PHI,119,127,23-24
0012300047,20231016/HOUSAS,2023-10-16,20:00:00,,Frost Bank Center,San Antonio,3,Final,1610612759,1610612745,SAS,HOU,89,99,23-24
0012300048,20231016/NZBUTA,2023-10-16,21:00:00,,Delta Center,Salt Lake City,3,Final,1610612762,15020,UTA,NZB,114,94,23-24
0012300049,20231016/PORPHX,2023-10-16,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612757,PHX,POR,117,106,23-24
0012300050,20231017/NOPORL,2023-10-17,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612740,ORL,NOP,92,104,23-24
0012300051,20231017/NYKBOS,2023-10-17,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612752,BOS,NYK,123,110,23-24
0012300052,20231017/TORCHI,2023-10-17,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612761,CHI,TOR,102,106,23-24
0012300053,20231017/MILOKC,2023-10-17,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612749,OKC,MIL,124,101,23-24
0012300054,20231017/MRAMIN,2023-10-17,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,50009,MIN,MRA,138,111,23-24
0012300055,20231017/DENLAC,2023-10-17,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612743,LAC,DEN,116,103,23-24
0012300056,20231018/BKNMIA,2023-10-18,19:30:00,,Kaseya Center,Miami,3,Final,1610612748,1610612751,MIA,BKN,104,107,23-24
0012300057,20231018/WASNYK,2023-10-18,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612764,NYK,WAS,106,131,23-24
0012300058,20231018/HOUSAS,2023-10-18,20:00:00,,Frost Bank Center,San Antonio,3,Final,1610612759,1610612745,SAS,HOU,117,103,23-24
0012300059,20231018/SACGSW,2023-10-18,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612758,GSW,SAC,116,115,23-24
0012300060,20231019/BOSCHA,2023-10-19,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612738,CHA,BOS,99,127,23-24
0012300061,20231019/MINCHI,2023-10-19,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612750,CHI,MIN,105,114,23-24
0012300062,20231019/DETOKC,2023-10-19,20:00:00,,BOK Center,Tulsa,3,Final,1610612760,1610612765,OKC,DET,116,118,23-24
0012300063,20231019/PHXLAL,2023-10-19,22:00:00,,Acrisure Arena,Palm Desert,3,Final,1610612747,1610612756,LAL,PHX,100,123,23-24
0012300064,20231019/DENLAC,2023-10-19,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612743,LAC,DEN,90,103,23-24
0012300065,20231019/UTASAC,2023-10-19,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612762,SAC,UTA,116,113,23-24
0012300066,20231020/CLEIND,2023-10-20,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612739,IND,CLE,109,104,23-24
0012300067,20231020/FLAORL,2023-10-20,19:00:00,,Amway Center,Orlando,3,Final,1610612753,12325,ORL,FLA,109,76,23-24
0012300068,20231020/ATLPHI,2023-10-20,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612737,PHI,ATL,120,106,23-24
0012300069,20231020/WASTOR,2023-10-20,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612764,TOR,WAS,134,98,23-24
0012300070,20231020/DETDAL,2023-10-20,20:00:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612765,DAL,DET,114,104,23-24
0012300071,20231020/MIAHOU,2023-10-20,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612748,HOU,MIA,110,104,23-24
0012300072,20231020/MEMMIL,2023-10-20,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612763,MIL,MEM,124,116,23-24
0012300073,20231020/SASGSW,2023-10-20,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612759,GSW,SAS,117,122,23-24
0022300061,20231024/LALDEN,2023-10-24,19:30:00,,Ball Arena,Denver,3,Final,1610612743,1610612747,DEN,LAL,119,107,23-24
0022300062,20231024/PHXGSW,2023-10-24,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612756,GSW,PHX,104,108,23-24
0022300063,20231025/ATLCHA,2023-10-25,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612737,CHA,ATL,116,110,23-24
0022300064,20231025/WASIND,2023-10-25,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612764,IND,WAS,143,120,23-24
0022300065,20231025/BOSNYK,2023-10-25,19:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612738,NYK,BOS,104,108,23-24
0022300066,20231025/HOUORL,2023-10-25,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612745,ORL,HOU,116,86,23-24
0022300067,20231025/CLEBKN,2023-10-25,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612739,BKN,CLE,113,114,23-24
0022300068,20231025/DETMIA,2023-10-25,19:30:00,,Kaseya Center,Miami,3,Final,1610612748,1610612765,MIA,DET,103,102,23-24
0022300069,20231025/MINTOR,2023-10-25,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612750,TOR,MIN,97,94,23-24
0022300070,20231025/OKCCHI,2023-10-25,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612760,CHI,OKC,104,124,23-24
0022300071,20231025/NOPMEM,2023-10-25,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612740,MEM,NOP,104,111,23-24
0022300072,20231025/SACUTA,2023-10-25,21:00:00,,Delta Center,Salt Lake City,3,Final,1610612762,1610612758,UTA,SAC,114,130,23-24
0022300073,20231025/DALSAS,2023-10-25,21:30:00,,Frost Bank Center,San Antonio,3,Final,1610612759,1610612742,SAS,DAL,119,126,23-24
0022300074,20231025/PORLAC,2023-10-25,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612757,LAC,POR,123,111,23-24
0022300075,20231026/PHIMIL,2023-10-26,19:30:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612755,MIL,PHI,118,117,23-24
0022300076,20231026/PHXLAL,2023-10-26,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612756,LAL,PHX,100,95,23-24
0022300077,20231027/DETCHA,2023-10-27,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612765,CHA,DET,99,111,23-24
0022300078,20231027/DENMEM,2023-10-27,19:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612743,MEM,DEN,104,108,23-24
0022300079,20231027/NYKATL,2023-10-27,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612752,ATL,NYK,120,126,23-24
0022300080,20231027/MIABOS,2023-10-27,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612748,BOS,MIA,119,111,23-24
0022300081,20231027/OKCCLE,2023-10-27,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612760,CLE,OKC,105,108,23-24
0022300082,20231027/TORCHI,2023-10-27,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612761,CHI,TOR,104,103,23-24
0022300083,20231027/HOUSAS,2023-10-27,20:00:00,,Frost Bank Center,San Antonio,3,Final,1610612759,1610612745,SAS,HOU,126,122,23-24
0022300084,20231027/BKNDAL,2023-10-27,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612751,DAL,BKN,125,120,23-24
0022300085,20231027/LACUTA,2023-10-27,21:30:00,,Delta Center,Salt Lake City,3,Final,1610612762,1610612746,UTA,LAC,120,118,23-24
0022300086,20231027/ORLPOR,2023-10-27,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612753,POR,ORL,97,102,23-24
0022300087,20231027/GSWSAC,2023-10-27,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612744,SAC,GSW,114,122,23-24
0022300088,20231028/CHIDET,2023-10-28,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612741,DET,CHI,118,102,23-24
0022300089,20231028/MEMWAS,2023-10-28,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612763,WAS,MEM,113,106,23-24
0022300090,20231028/NYKNOP,2023-10-28,19:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612752,NOP,NYK,96,87,23-24
0022300091,20231028/INDCLE,2023-10-28,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612754,CLE,IND,113,125,23-24
0022300092,20231028/PHITOR,2023-10-28,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612755,TOR,PHI,107,114,23-24
0022300093,20231028/MIAMIN,2023-10-28,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612748,MIN,MIA,106,90,23-24
0022300094,20231028/UTAPHX,2023-10-28,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612762,PHX,UTA,126,104,23-24
0022300095,20231029/DENOKC,2023-10-29,15:30:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612743,OKC,DEN,95,128,23-24
0022300096,20231029/GSWHOU,2023-10-29,19:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612744,HOU,GSW,95,106,23-24
0022300097,20231029/ATLMIL,2023-10-29,19:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612737,MIL,ATL,110,127,23-24
0022300098,20231029/PORPHI,2023-10-29,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612757,PHI,POR,126,98,23-24
0022300099,20231029/SASLAC,2023-10-29,21:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612759,LAC,SAS,123,83,23-24
0022300100,20231029/LALSAC,2023-10-29,21:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612747,SAC,LAL,132,127,23-24
0022300101,20231030/BKNCHA,2023-10-30,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612751,CHA,BKN,121,133,23-24
0022300102,20231030/CHIIND,2023-10-30,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612741,IND,CHI,105,112,23-24
0022300103,20231030/BOSWAS,2023-10-30,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612738,WAS,BOS,107,126,23-24
0022300104,20231030/MINATL,2023-10-30,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612750,ATL,MIN,127,113,23-24
0022300105,20231030/PORTOR,2023-10-30,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612757,TOR,POR,91,99,23-24
0022300106,20231030/DALMEM,2023-10-30,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612742,MEM,DAL,110,125,23-24
0022300107,20231030/MIAMIL,2023-10-30,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612748,MIL,MIA,122,114,23-24
0022300108,20231030/GSWNOP,2023-10-30,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612744,NOP,GSW,102,130,23-24
0022300109,20231030/DETOKC,2023-10-30,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612765,OKC,DET,124,112,23-24
0022300110,20231030/UTADEN,2023-10-30,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612762,DEN,UTA,110,102,23-24
0022300111,20231030/ORLLAL,2023-10-30,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612753,LAL,ORL,106,103,23-24
0022300112,20231031/NYKCLE,2023-10-31,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612752,CLE,NYK,91,109,23-24
0022300113,20231031/SASPHX,2023-10-31,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612759,PHX,SAS,114,115,23-24
0022300114,20231031/ORLLAC,2023-10-31,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612753,LAC,ORL,118,102,23-24
0022300115,20231101/PORDET,2023-11-01,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612757,DET,POR,101,110,23-24
0022300116,20231101/MILTOR,2023-11-01,19:00:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612749,TOR,MIL,130,111,23-24
0022300117,20231101/WASATL,2023-11-01,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612764,ATL,WAS,130,121,23-24
0022300118,20231101/INDBOS,2023-11-01,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612754,BOS,IND,155,104,23-24
0022300119,20231101/BKNMIA,2023-11-01,19:30:00,,Kaseya Center,Miami,3,Final,1610612748,1610612751,MIA,BKN,105,109,23-24
0022300120,20231101/CLENYK,2023-11-01,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612739,NYK,CLE,89,95,23-24
0022300121,20231101/NOPOKC,2023-11-01,19:30:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612740,OKC,NOP,106,110,23-24
0022300122,20231101/CHAHOU,2023-11-01,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612766,HOU,CHA,128,119,23-24
0022300123,20231101/DENMIN,2023-11-01,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612743,MIN,DEN,110,89,23-24
0022300124,20231101/CHIDAL,2023-11-01,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612741,DAL,CHI,114,105,23-24
0022300125,20231101/MEMUTA,2023-11-01,21:00:00,,Delta Center,Salt Lake City,3,Final,1610612762,1610612763,UTA,MEM,133,109,23-24
0022300126,20231101/SACGSW,2023-11-01,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612758,GSW,SAC,102,101,23-24
0022300127,20231101/LACLAL,2023-11-01,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612746,LAL,LAC,130,125,23-24
0022300128,20231102/TORPHI,2023-11-02,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612761,PHI,TOR,114,99,23-24
0022300129,20231102/DETNOP,2023-11-02,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612765,NOP,DET,125,116,23-24
0022300130,20231102/ORLUTA,2023-11-02,21:00:00,,Delta Center,Salt Lake City,3,Final,1610612762,1610612753,UTA,ORL,113,115,23-24
0022300131,20231102/SASPHX,2023-11-02,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612759,PHX,SAS,121,132,23-24
0022300001,20231103/CLEIND,2023-11-03,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612739,IND,CLE,121,116,23-24
0022300002,20231103/NYKMIL,2023-11-03,19:30:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612752,MIL,NYK,110,105,23-24
0022300003,20231103/WASMIA,2023-11-03,20:00:00,,Kaseya Center,Miami,3,Final,1610612748,1610612764,MIA,WAS,121,114,23-24
0022300004,20231103/BKNCHI,2023-11-03,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612751,CHI,BKN,107,109,23-24
0022300005,20231103/GSWOKC,2023-11-03,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612744,OKC,GSW,139,141,23-24
0022300006,20231103/DALDEN,2023-11-03,22:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612742,DEN,DAL,125,114,23-24
0022300007,20231103/MEMPOR,2023-11-03,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612763,POR,MEM,115,113,23-24
0022300132,20231104/PHXPHI,2023-11-04,13:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612756,PHI,PHX,112,100,23-24
0022300133,20231104/CHAIND,2023-11-04,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612766,IND,CHA,124,125,23-24
0022300134,20231104/LALORL,2023-11-04,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612747,ORL,LAL,120,101,23-24
0022300135,20231104/ATLNOP,2023-11-04,19:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612737,NOP,ATL,105,123,23-24
0022300136,20231104/BOSBKN,2023-11-04,20:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612738,BKN,BOS,114,124,23-24
0022300137,20231104/SACHOU,2023-11-04,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612758,HOU,SAC,107,89,23-24
0022300138,20231104/UTAMIN,2023-11-04,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612762,MIN,UTA,123,95,23-24
0022300139,20231104/CHIDEN,2023-11-04,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612741,DEN,CHI,123,101,23-24
0022300140,20231105/PHXDET,2023-11-05,15:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612756,DET,PHX,106,120,23-24
0022300141,20231105/TORSAS,2023-11-05,15:30:00,,Frost Bank Center,San Antonio,3,Final,1610612759,1610612761,SAS,TOR,116,123,23-24
0022300142,20231105/GSWCLE,2023-11-05,18:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612744,CLE,GSW,115,104,23-24
0022300143,20231105/CHADAL,2023-11-05,19:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612766,DAL,CHA,124,118,23-24
0022300144,20231105/MEMPOR,2023-11-05,21:00:00,,Moda Center,Portland,3,Final,1610612757,1610612763,POR,MEM,100,112,23-24
0022300145,20231106/GSWDET,2023-11-06,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612744,DET,GSW,109,120,23-24
0022300146,20231106/SASIND,2023-11-06,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612759,IND,SAS,152,111,23-24
0022300147,20231106/DALORL,2023-11-06,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612742,ORL,DAL,102,117,23-24
0022300148,20231106/WASPHI,2023-11-06,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612764,PHI,WAS,146,128,23-24
0022300149,20231106/MILBKN,2023-11-06,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612749,BKN,MIL,125,129,23-24
0022300150,20231106/LALMIA,2023-11-06,19:30:00,,Kaseya Center,Miami,3,Final,1610612748,1610612747,MIA,LAL,108,107,23-24
0022300151,20231106/LACNYK,2023-11-06,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612746,NYK,LAC,111,97,23-24
0022300152,20231106/UTACHI,2023-11-06,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612762,CHI,UTA,130,113,23-24
0022300153,20231106/SACHOU,2023-11-06,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612758,HOU,SAC,122,97,23-24
0022300154,20231106/BOSMIN,2023-11-06,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612738,MIN,BOS,114,109,23-24
0022300155,20231106/ATLOKC,2023-11-06,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612737,OKC,ATL,126,117,23-24
0022300156,20231106/NOPDEN,2023-11-06,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612740,DEN,NOP,134,116,23-24
0022300157,20231108/WASCHA,2023-11-08,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612764,CHA,WAS,116,132,23-24
0022300158,20231108/UTAIND,2023-11-08,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612762,IND,UTA,134,118,23-24
0022300159,20231108/BOSPHI,2023-11-08,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612738,PHI,BOS,106,103,23-24
0022300160,20231108/LACBKN,2023-11-08,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612746,BKN,LAC,100,93,23-24
0022300161,20231108/SASNYK,2023-11-08,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612759,NYK,SAS,126,105,23-24
0022300162,20231108/PHXCHI,2023-11-08,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612756,CHI,PHX,115,116,23-24
0022300163,20231108/LALHOU,2023-11-08,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612747,HOU,LAL,128,94,23-24
0022300164,20231108/MIAMEM,2023-11-08,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612748,MEM,MIA,102,108,23-24
0022300165,20231108/DETMIL,2023-11-08,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612765,MIL,DET,120,118,23-24
0022300166,20231108/NOPMIN,2023-11-08,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612740,MIN,NOP,122,101,23-24
0022300167,20231108/CLEOKC,2023-11-08,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612739,OKC,CLE,128,120,23-24
