gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0012200044,20221010/PHICLE,2022-10-10,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612755,CLE,PHI,97,113,22-23
0012200045,20221010/HOUMIA,2022-10-10,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612745,MIA,HOU,118,110,22-23
0012200046,20221010/PHXDEN,2022-10-10,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612756,DEN,PHX,107,105,22-23
0012200047,20221011/OKCDET,2022-10-11,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612760,DET,OKC,99,115,22-23
0012200048,20221011/MEMORL,2022-10-11,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612763,ORL,MEM,109,105,22-23
0012200049,20221011/MILCHI,2022-10-11,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612749,CHI,MIL,127,104,22-23
0012200050,20221011/SASUTA,2022-10-11,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612759,UTA,SAS,104,111,22-23
0012200051,20221011/PORGSW,2022-10-11,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612757,GSW,POR,131,98,22-23
0012200052,20221012/ATLCLE,2022-10-12,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612737,CLE,ATL,105,99,22-23
0012200053,20221012/NYKIND,2022-10-12,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612752,IND,NYK,109,100,22-23
0012200054,20221012/CHAPHI,2022-10-12,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612766,PHI,CHA,99,94,22-23
0012200055,20221012/NOPMIA,2022-10-12,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612740,MIA,NOP,120,103,22-23
0012200056,20221012/BKNMIL,2022-10-12,19:30:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612751,MIL,BKN,97,107,22-23
0012200057,20221012/MINLAL,2022-10-12,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612750,LAL,MIN,113,118,22-23
0012200058,20221012/SACPHX,2022-10-12,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612758,PHX,SAC,104,105,22-23
0012200059,20221012/DENLAC,2022-10-12,22:30:00,,Toyota Arena,Ontario,3,Final,1610612746,1610612743,LAC,DEN,115,126,22-23
0012200060,20221013/MEMDET,2022-10-13,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612763,DET,MEM,111,126,22-23
0012200061,20221013/OKCSAS,2022-10-13,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612760,SAS,OKC,112,118,22-23
0012200062,20221014/HOUIND,2022-10-14,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612745,IND,HOU,114,122,22-23
0012200063,20221014/CLEORL,2022-10-14,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612739,ORL,CLE,114,108,22-23
0012200064,20221014/BOSTOR,2022-10-14,19:30:00,,Bell Centre,Montreal,3,Final,1610612761,1610612738,TOR,BOS,137,134,22-23
0012200065,20221014/WASNYK,2022-10-14,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612764,NYK,WAS,105,89,22-23
0012200066,20221014/BKNMIN,2022-10-14,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612751,MIN,BKN,102,112,22-23
0012200067,20221014/ATLNOP,2022-10-14,20:00:00,,Legacy Arena at the BJCC,Birmingham,3,Final,1610612740,1610612737,NOP,ATL,120,111,22-23
0012200068,20221014/DALUTA,2022-10-14,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612742,UTA,DAL,101,115,22-23
0012200069,20221014/DENGSW,2022-10-14,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612743,GSW,DEN,112,119,22-23
0012200070,20221014/LALSAC,2022-10-14,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612747,SAC,LAL,133,86,22-23
0022200001,20221018/PHIBOS,2022-10-18,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612755,BOS,PHI,126,117,22-23
0022200002,20221018/LALGSW,2022-10-18,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612747,GSW,LAL,123,109,22-23
0022200003,20221019/ORLDET,2022-10-19,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612753,DET,ORL,113,109,22-23
0022200004,20221019/WASIND,2022-10-19,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612764,IND,WAS,107,114,22-23
0022200005,20221019/HOUATL,2022-10-19,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612745,ATL,HOU,117,107,22-23
0022200006,20221019/NOPBKN,2022-10-19,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612740,BKN,NOP,108,130,22-23
0022200007,20221019/CHIMIA,2022-10-19,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612741,MIA,CHI,108,116,22-23
0022200008,20221019/CLETOR,2022-10-19,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612739,TOR,CLE,108,105,22-23
0022200009,20221019/NYKMEM,2022-10-19,19:30:00,,FedExForum,Memphis,3,Final,1610612763,1610612752,MEM,NYK,115,112,22-23
0022200010,20221019/OKCMIN,2022-10-19,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612760,MIN,OKC,115,108,22-23
0022200011,20221019/CHASAS,2022-10-19,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612766,SAS,CHA,102,129,22-23
0022200012,20221019/DENUTA,2022-10-19,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612743,UTA,DEN,123,102,22-23
0022200013,20221019/DALPHX,2022-10-19,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612742,PHX,DAL,107,105,22-23
0022200014,20221019/PORSAC,2022-10-19,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612757,SAC,POR,108,115,22-23
0022200015,20221020/MILPHI,2022-10-20,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612749,PHI,MIL,88,90,22-23
0022200016,20221020/LACLAL,2022-10-20,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612746,LAL,LAC,97,103,22-23
0022200017,20221021/NOPCHA,2022-10-21,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612740,CHA,NOP,112,124,22-23
0022200018,20221021/SASIND,2022-10-21,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612759,IND,SAS,134,137,22-23
0022200019,20221021/CHIWAS,2022-10-21,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612741,WAS,CHI,102,100,22-23
0022200020,20221021/ORLATL,2022-10-21,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612753,ATL,ORL,108,98,22-23
0022200021,20221021/TORBKN,2022-10-21,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612761,BKN,TOR,109,105,22-23
0022200022,20221021/BOSMIA,2022-10-21,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612738,MIA,BOS,104,111,22-23
0022200023,20221021/DETNYK,2022-10-21,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612765,NYK,DET,130,106,22-23
0022200024,20221021/MEMHOU,2022-10-21,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612763,HOU,MEM,122,129,22-23
0022200025,20221021/UTAMIN,2022-10-21,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612762,MIN,UTA,126,132,22-23
0022200026,20221021/DENGSW,2022-10-21,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612743,GSW,DEN,123,128,22-23
0022200027,20221021/PHXPOR,2022-10-21,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612756,POR,PHX,113,111,22-23
0022200028,20221022/SASPHI,2022-10-22,18:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612759,PHI,SAS,105,114,22-23
0022200029,20221022/DETIND,2022-10-22,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612765,IND,DET,124,115,22-23
0022200030,20221022/BOSORL,2022-10-22,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612738,ORL,BOS,120,126,22-23
0022200031,20221022/TORMIA,2022-10-22,20:00:00,,FTX Arena,Miami,3,Final,1610612748,1610612761,MIA,TOR,112,109,22-23
0022200032,20221022/CLECHI,2022-10-22,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612739,CHI,CLE,96,128,22-23
0022200033,20221022/HOUMIL,2022-10-22,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612745,MIL,HOU,125,105,22-23
0022200034,20221022/MEMDAL,2022-10-22,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612763,DAL,MEM,137,96,22-23
0022200035,20221022/OKCDEN,2022-10-22,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612760,DEN,OKC,122,117,22-23
0022200036,20221022/LACSAC,2022-10-22,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612746,SAC,LAC,109,111,22-23
0022200037,20221023/PORLAL,2022-10-23,15:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612757,LAL,POR,104,106,22-23
0022200038,20221023/CHAATL,2022-10-23,17:00:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612766,ATL,CHA,109,126,22-23
0022200039,20221023/WASCLE,2022-10-23,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612764,CLE,WAS,117,107,22-23
0022200040,20221023/UTANOP,2022-10-23,19:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612762,NOP,UTA,121,122,22-23
0022200041,20221023/MINOKC,2022-10-23,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612750,OKC,MIN,106,116,22-23
0022200042,20221023/SACGSW,2022-10-23,20:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612758,GSW,SAC,130,125,22-23
0022200043,20221023/PHXLAC,2022-10-23,22:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612756,LAC,PHX,95,112,22-23
0022200044,20221024/INDPHI,2022-10-24,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612754,PHI,IND,120,106,22-23
0022200045,20221024/TORMIA,2022-10-24,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612761,MIA,TOR,90,98,22-23
0022200046,20221024/ORLNYK,2022-10-24,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612753,NYK,ORL,115,102,22-23
0022200047,20221024/BOSCHI,2022-10-24,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612738,CHI,BOS,120,102,22-23
0022200048,20221024/UTAHOU,2022-10-24,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612762,HOU,UTA,114,108,22-23
0022200049,20221024/BKNMEM,2022-10-24,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612751,MEM,BKN,134,124,22-23
0022200050,20221024/SASMIN,2022-10-24,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612759,MIN,SAS,106,115,22-23
0022200051,20221024/DENPOR,2022-10-24,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612743,POR,DEN,135,110,22-23
0022200052,20221025/DETWAS,2022-10-25,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612765,WAS,DET,120,99,22-23
0022200053,20221025/DALNOP,2022-10-25,19:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612742,NOP,DAL,113,111,22-23
0022200054,20221025/LACOKC,2022-10-25,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612746,OKC,LAC,108,94,22-23
0022200055,20221025/GSWPHX,2022-10-25,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612744,PHX,GSW,134,105,22-23
0022200056,20221026/ORLCLE,2022-10-26,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612753,CLE,ORL,103,92,22-23
0022200057,20221026/ATLDET,2022-10-26,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612737,DET,ATL,113,118,22-23
0022200058,20221026/CHANYK,2022-10-26,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612766,NYK,CHA,134,131,22-23
0022200059,20221026/PHITOR,2022-10-26,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612755,TOR,PHI,119,109,22-23
0022200060,20221026/BKNMIL,2022-10-26,19:30:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612751,MIL,BKN,110,99,22-23
0022200061,20221026/INDCHI,2022-10-26,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612754,CHI,IND,124,109,22-23
0022200062,20221026/SASMIN,2022-10-26,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612759,MIN,SAS,134,122,22-23
0022200063,20221026/HOUUTA,2022-10-26,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612745,UTA,HOU,109,101,22-23
0022200064,20221026/LALDEN,2022-10-26,22:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612747,DEN,LAL,110,99,22-23
0022200065,20221026/MIAPOR,2022-10-26,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612748,POR,MIA,98,119,22-23
0022200066,20221027/DALBKN,2022-10-27,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612742,BKN,DAL,125,129,22-23
0022200067,20221027/LACOKC,2022-10-27,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612746,OKC,LAC,118,110,22-23
0022200068,20221027/MIAGSW,2022-10-27,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612748,GSW,MIA,123,110,22-23
0022200069,20221027/MEMSAC,2022-10-27,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612763,SAC,MEM,110,125,22-23
0022200070,20221028/ATLDET,2022-10-28,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612737,DET,ATL,112,136,22-23
0022200071,20221028/CHAORL,2022-10-28,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612766,ORL,CHA,113,93,22-23
0022200072,20221028/CLEBOS,2022-10-28,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612739,BOS,CLE,123,132,22-23
0022200073,20221028/PHITOR,2022-10-28,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612755,TOR,PHI,90,112,22-23
0022200074,20221028/INDWAS,2022-10-28,19:30:00,,Capital One Arena,Washington,3,Final,1610612764,1610612754,WAS,IND,117,127,22-23
0022200075,20221028/NYKMIL,2022-10-28,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612752,MIL,NYK,119,108,22-23
0022200076,20221028/LALMIN,2022-10-28,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612747,MIN,LAL,111,102,22-23
0022200077,20221028/CHISAS,2022-10-28,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612741,SAS,CHI,129,124,22-23
0022200078,20221028/UTADEN,2022-10-28,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612762,DEN,UTA,117,101,22-23
0022200079,20221028/NOPPHX,2022-10-28,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612740,PHX,NOP,124,111,22-23
0022200080,20221028/HOUPOR,2022-10-28,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612745,POR,HOU,125,111,22-23
0022200081,20221029/MIASAC,2022-10-29,18:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612748,SAC,MIA,119,113,22-23
0022200082,20221029/GSWCHA,2022-10-29,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612744,CHA,GSW,120,113,22-23
0022200083,20221029/INDBKN,2022-10-29,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612754,BKN,IND,116,125,22-23
0022200084,20221029/PHICHI,2022-10-29,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612755,CHI,PHI,109,114,22-23
0022200085,20221029/ATLMIL,2022-10-29,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612737,MIL,ATL,123,115,22-23
0022200086,20221029/OKCDAL,2022-10-29,21:00:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612760,DAL,OKC,111,117,22-23
0022200087,20221029/MEMUTA,2022-10-29,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612763,UTA,MEM,124,123,22-23
0022200088,20221030/NOPLAC,2022-10-30,15:00:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612740,LAC,NOP,91,112,22-23
0022200089,20221030/WASBOS,2022-10-30,18:00:00,,TD Garden,Boston,3,Final,1610612738,1610612764,BOS,WAS,112,94,22-23
0022200090,20221030/NYKCLE,2022-10-30,18:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612752,CLE,NYK,121,108,22-23
0022200091,20221030/GSWDET,2022-10-30,18:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612744,DET,GSW,128,114,22-23
0022200092,20221030/MINSAS,2022-10-30,19:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612750,SAS,MIN,107,98,22-23
0022200093,20221030/ORLDAL,2022-10-30,19:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612753,DAL,ORL,114,105,22-23
0022200094,20221030/HOUPHX,2022-10-30,21:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612745,PHX,HOU,124,109,22-23
0022200095,20221030/DENLAL,2022-10-30,21:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612743,LAL,DEN,121,110,22-23
0022200096,20221031/SACCHA,2022-10-31,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612758,CHA,SAC,108,115,22-23
0022200097,20221031/PHIWAS,2022-10-31,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612755,WAS,PHI,111,118,22-23
0022200098,20221031/INDBKN,2022-10-31,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612754,BKN,IND,116,109,22-23
0022200099,20221031/ATLTOR,2022-10-31,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612737,TOR,ATL,139,109,22-23
0022200100,20221031/DETMIL,2022-10-31,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612765,MIL,DET,110,108,22-23
0022200101,20221031/MEMUTA,2022-10-31,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612763,UTA,MEM,121,105,22-23
0022200102,20221031/HOULAC,2022-10-31,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612746,1610612745,LAC,HOU,95,93,22-23
0022200103,20221101/CHIBKN,2022-11-01,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612741,BKN,CHI,99,108,22-23
0022200104,20221101/GSWMIA,2022-11-01,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612744,MIA,GSW,116,109,22-23
0022200105,20221101/ORLOKC,2022-11-01,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612753,OKC,ORL,116,108,22-23
0022200106,20221101/MINPHX,2022-11-01,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612750,PHX,MIN,116,107,22-23
0022200108,20221102/WASPHI,2022-11-02,18:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612764,PHI,WAS,111,121,22-23
0022200107,20221102/BOSCLE,2022-11-02,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612738,CLE,BOS,114,113,22-23
0022200109,20221102/SACMIA,2022-11-02,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612758,MIA,SAC,110,107,22-23
0022200110,20221102/ATLNYK,2022-11-02,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612737,NYK,ATL,99,112,22-23
0022200111,20221102/CHACHI,2022-11-02,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612766,CHI,CHA,106,88,22-23
0022200112,20221102/LACHOU,2022-11-02,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612746,HOU,LAC,101,109,22-23
0022200113,20221102/DETMIL,2022-11-02,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612765,MIL,DET,116,91,22-23
0022200114,20221102/TORSAS,2022-11-02,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612761,SAS,TOR,100,143,22-23
0022200115,20221102/UTADAL,2022-11-02,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612762,DAL,UTA,103,100,22-23
0022200116,20221102/MEMPOR,2022-11-02,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612763,POR,MEM,106,111,22-23
0022200117,20221102/NOPLAL,2022-11-02,22:30:00,,Crypto.com Arena,Los Angeles,3,Final,1610612747,1610612740,LAL,NOP,120,117,22-23
