gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0011600063,20161014/GSWDEN,2016-10-14,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612744,DEN,GSW,128,129,16-17
0011600064,20161014/DALPHX,2016-10-14,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612742,PHX,DAL,112,107,16-17
0011600066,20161015/DETPHI,2016-10-15,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612765,PHI,DET,76,97,16-17
0011600069,20161015/WASSAC,2016-10-15,19:00:00,,Rupp Arena,Lexington,3,Final,1610612758,1610612764,SAC,WAS,124,119,16-17
0011600070,20161015/BOSNYK,2016-10-15,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612738,NYK,BOS,107,119,16-17
0011600071,20161015/MINMIA,2016-10-15,19:30:00,,KFC Yum! Center,Louisville,3,Final,1610612748,1610612750,MIA,MIN,96,101,16-17
0011600067,20161015/MEMHOU,2016-10-15,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612763,HOU,MEM,125,134,16-17
0011600072,20161015/CHIMIL,2016-10-15,20:30:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612741,MIL,CHI,86,107,16-17
0011600068,20161015/GSWLAL,2016-10-15,22:00:00,,T-Mobile Arena,Las Vegas,3,Final,1610612747,1610612744,LAL,GSW,107,112,16-17
0011600073,20161016/ATLORL,2016-10-16,18:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612737,ORL,ATL,98,105,16-17
0011600074,20161016/MINOKC,2016-10-16,19:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612750,OKC,MIN,112,94,16-17
0011600075,20161016/DENPOR,2016-10-16,21:00:00,,Moda Center,Portland,3,Final,1610612757,1610612743,POR,DEN,97,106,16-17
0011600078,20161017/BKNBOS,2016-10-17,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612751,BOS,BKN,120,99,16-17
0011600079,20161017/MILDET,2016-10-17,19:30:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612749,DET,MIL,102,78,16-17
0011600076,20161017/CHACHI,2016-10-17,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612766,CHI,CHA,104,108,16-17
0011600077,20161017/LACUTA,2016-10-17,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612746,UTA,LAC,104,78,16-17
0011600080,20161018/WASCLE,2016-10-18,19:00:00,,Schottenstein Center,Columbus,3,Final,1610612739,1610612764,CLE,WAS,91,96,16-17
0011600083,20161018/NOPATL,2016-10-18,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612740,ATL,NOP,96,89,16-17
0011600084,20161018/ORLMIA,2016-10-18,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612753,MIA,ORL,107,77,16-17
0011600081,20161018/DENOKC,2016-10-18,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612743,OKC,DEN,97,87,16-17
0011600082,20161018/LACSAC,2016-10-18,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612746,SAC,LAC,89,92,16-17
0011600089,20161019/NYKBOS,2016-10-19,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612752,BOS,NYK,96,121,16-17
0011600090,20161019/TORDET,2016-10-19,19:30:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612761,DET,TOR,92,103,16-17
0011600085,20161019/INDMIL,2016-10-19,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612754,MIL,IND,111,103,16-17
0011600086,20161019/MEMMIN,2016-10-19,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612763,MIN,MEM,101,94,16-17
0011600091,20161019/HOUDAL,2016-10-19,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612745,DAL,HOU,91,106,16-17
0011600087,20161019/PORUTA,2016-10-19,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612757,UTA,POR,84,88,16-17
0011600088,20161019/GSWLAL,2016-10-19,22:00:00,,Valley View Casino Center,San Diego,3,Final,1610612747,1610612744,LAL,GSW,112,123,16-17
0011600092,20161020/MIACHA,2016-10-20,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612748,CHA,MIA,96,88,16-17
0011600093,20161020/NOPORL,2016-10-20,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612740,ORL,NOP,114,111,16-17
0011600095,20161020/NYKBKN,2016-10-20,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612752,BKN,NYK,111,116,16-17
0011600094,20161020/ATLCHI,2016-10-20,20:00:00,,CenturyLink Center,Omaha,3,Final,1610612741,1610612737,CHI,ATL,81,97,16-17
0011600096,20161021/TORWAS,2016-10-21,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612761,WAS,TOR,119,82,16-17
0011600100,20161021/PHIMIA,2016-10-21,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612755,MIA,PHI,110,113,16-17
0011600097,20161021/CHAMIN,2016-10-21,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612766,MIN,CHA,109,74,16-17
0011600101,20161021/HOUSAS,2016-10-21,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612745,SAS,HOU,114,99,16-17
0011600098,20161021/DALDEN,2016-10-21,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612742,DEN,DAL,101,75,16-17
0011600099,20161021/PHXLAL,2016-10-21,22:00:00,,Honda Center,Anaheim,3,Final,1610612747,1610612756,LAL,PHX,94,98,16-17
0011600102,20161021/PORGSW,2016-10-21,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612757,GSW,POR,107,96,16-17
0011600107,20161022/BOSCHI,2016-10-22,19:30:00,,United Center,Chicago,1,PPD,1610612741,1610612738,CHI,BOS,,,16-17
0021600001,20161025/NYKCLE,2016-10-25,19:30:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612752,CLE,NYK,117,88,16-17
0021600002,20161025/UTAPOR,2016-10-25,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612762,POR,UTA,113,104,16-17
0021600003,20161025/SASGSW,2016-10-25,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612759,GSW,SAS,100,129,16-17
0021600004,20161026/MIAORL,2016-10-26,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612748,ORL,MIA,96,108,16-17
0021600005,20161026/DALIND,2016-10-26,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612742,IND,DAL,130,121,16-17
0021600006,20161026/BKNBOS,2016-10-26,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612751,BOS,BKN,122,117,16-17
0021600007,20161026/DETTOR,2016-10-26,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612765,TOR,DET,109,91,16-17
0021600008,20161026/CHAMIL,2016-10-26,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612766,MIL,CHA,96,107,16-17
0021600009,20161026/MINMEM,2016-10-26,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612750,MEM,MIN,102,98,16-17
0021600010,20161026/DENNOP,2016-10-26,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612743,NOP,DEN,102,107,16-17
0021600011,20161026/OKCPHI,2016-10-26,20:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612760,PHI,OKC,97,103,16-17
0021600012,20161026/SACPHX,2016-10-26,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612758,PHX,SAC,94,113,16-17
0021600013,20161026/HOULAL,2016-10-26,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612745,LAL,HOU,120,114,16-17
0021600014,20161027/WASATL,2016-10-27,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612764,ATL,WAS,114,99,16-17
0021600015,20161027/BOSCHI,2016-10-27,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612738,CHI,BOS,105,99,16-17
0021600016,20161027/SASSAC,2016-10-27,22:30:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612759,SAC,SAS,94,102,16-17
0021600017,20161027/LACPOR,2016-10-27,22:30:00,,Moda Center,Portland,3,Final,1610612757,1610612746,POR,LAC,106,114,16-17
0021600018,20161028/CLETOR,2016-10-28,19:00:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612739,TOR,CLE,91,94,16-17
0021600019,20161028/INDBKN,2016-10-28,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612754,BKN,IND,103,94,16-17
0021600020,20161028/ORLDET,2016-10-28,19:30:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612753,DET,ORL,108,82,16-17
0021600021,20161028/PHXOKC,2016-10-28,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612756,OKC,PHX,113,110,16-17
0021600022,20161028/CHAMIA,2016-10-28,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612766,MIA,CHA,91,97,16-17
0021600023,20161028/HOUDAL,2016-10-28,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612745,DAL,HOU,98,106,16-17
0021600024,20161028/LALUTA,2016-10-28,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612747,UTA,LAL,96,89,16-17
0021600025,20161028/GSWNOP,2016-10-28,21:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612744,NOP,GSW,114,122,16-17
0021600026,20161029/ATLPHI,2016-10-29,12:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612737,PHI,ATL,72,104,16-17
0021600027,20161029/BOSCHA,2016-10-29,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612738,CHA,BOS,98,104,16-17
0021600028,20161029/MEMNYK,2016-10-29,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612763,NYK,MEM,111,104,16-17
0021600029,20161029/ORLCLE,2016-10-29,19:30:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612753,CLE,ORL,105,99,16-17
0021600030,20161029/INDCHI,2016-10-29,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612754,CHI,IND,118,101,16-17
0021600031,20161029/BKNMIL,2016-10-29,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612751,MIL,BKN,110,108,16-17
0021600032,20161029/NOPSAS,2016-10-29,20:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612740,SAS,NOP,98,79,16-17
0021600033,20161029/PORDEN,2016-10-29,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612757,DEN,POR,113,115,16-17
0021600034,20161029/MINSAC,2016-10-29,22:30:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612750,SAC,MIN,106,103,16-17
0021600035,20161030/UTALAC,2016-10-30,16:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612762,LAC,UTA,88,75,16-17
0021600036,20161030/GSWPHX,2016-10-30,18:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612744,PHX,GSW,100,106,16-17
0021600037,20161030/SASMIA,2016-10-30,18:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612759,MIA,SAS,99,106,16-17
0021600038,20161030/MILDET,2016-10-30,18:00:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612749,DET,MIL,98,83,16-17
0021600040,20161030/LALOKC,2016-10-30,19:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612747,OKC,LAL,113,96,16-17
0021600039,20161030/WASMEM,2016-10-30,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612764,MEM,WAS,112,103,16-17
0021600041,20161030/DALHOU,2016-10-30,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612742,HOU,DAL,93,92,16-17
0021600042,20161031/DENTOR,2016-10-31,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612743,TOR,DEN,105,102,16-17
0021600043,20161031/CHIBKN,2016-10-31,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612741,BKN,CHI,88,118,16-17
0021600044,20161031/SACATL,2016-10-31,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612758,ATL,SAC,106,95,16-17
0021600045,20161031/PHXLAC,2016-10-31,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612756,LAC,PHX,116,98,16-17
0021600047,20161101/HOUCLE,2016-11-01,18:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612745,CLE,HOU,128,120,16-17
0021600046,20161101/ORLPHI,2016-11-01,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612753,PHI,ORL,101,103,16-17
0021600048,20161101/LALIND,2016-11-01,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612747,IND,LAL,115,108,16-17
0021600049,20161101/SACMIA,2016-11-01,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612758,MIA,SAC,108,96,16-17
0021600050,20161101/NYKDET,2016-11-01,19:30:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612752,DET,NYK,102,89,16-17
0021600051,20161101/MILNOP,2016-11-01,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612749,NOP,MIL,113,117,16-17
0021600052,20161101/MEMMIN,2016-11-01,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612763,MIN,MEM,116,80,16-17
0021600053,20161101/UTASAS,2016-11-01,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612762,SAS,UTA,91,106,16-17
0021600054,20161101/GSWPOR,2016-11-01,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612744,POR,GSW,104,127,16-17
0021600055,20161102/TORWAS,2016-11-02,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612761,WAS,TOR,103,113,16-17
0021600056,20161102/PHICHA,2016-11-02,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612755,CHA,PHI,109,93,16-17
0021600057,20161102/DETBKN,2016-11-02,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612765,BKN,DET,109,101,16-17
0021600058,20161102/HOUNYK,2016-11-02,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612745,NYK,HOU,99,118,16-17
0021600059,20161102/LALATL,2016-11-02,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612747,ATL,LAL,116,123,16-17
0021600060,20161102/NOPMEM,2016-11-02,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612740,MEM,NOP,89,83,16-17
0021600061,20161102/CHIBOS,2016-11-02,20:00:00,,TD Garden,Boston,3,Final,1610612738,1610612741,BOS,CHI,107,100,16-17
0021600062,20161102/DALUTA,2016-11-02,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612742,UTA,DAL,97,81,16-17
0021600063,20161102/PORPHX,2016-11-02,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612757,PHX,POR,118,115,16-17
0021600064,20161102/OKCLAC,2016-11-02,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612760,LAC,OKC,83,85,16-17
0021600065,20161103/SACORL,2016-11-03,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612758,ORL,SAC,102,94,16-17
0021600066,20161103/INDMIL,2016-11-03,20:00:00,,BMO Harris Bradley Center,Milwaukee,3,Final,1610612749,1610612754,MIL,IND,125,107,16-17
0021600067,20161103/DENMIN,2016-11-03,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612743,MIN,DEN,99,102,16-17
0021600068,20161103/BOSCLE,2016-11-03,20:00:00,,Quicken Loans Arena,Cleveland,3,Final,1610612739,1610612738,CLE,BOS,128,122,16-17
0021600069,20161103/OKCGSW,2016-11-03,22:30:00,,ORACLE Arena,Oakland,3,Final,1610612744,1610612760,GSW,OKC,122,96,16-17
0021600070,20161104/ATLWAS,2016-11-04,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612737,WAS,ATL,95,92,16-17
0021600071,20161104/MIATOR,2016-11-04,19:30:00,,Air Canada Centre,Toronto,3,Final,1610612761,1610612748,TOR,MIA,96,87,16-17
0021600072,20161104/CHABKN,2016-11-04,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612766,BKN,CHA,95,99,16-17
0021600073,20161104/NYKCHI,2016-11-04,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612752,CHI,NYK,104,117,16-17
0021600074,20161104/LACMEM,2016-11-04,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612746,MEM,LAC,88,99,16-17
0021600075,20161104/PHXNOP,2016-11-04,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612756,NOP,PHX,111,112,16-17
0021600076,20161104/PORDAL,2016-11-04,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612757,DAL,POR,95,105,16-17
0021600077,20161104/SASUTA,2016-11-04,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612759,UTA,SAS,86,100,16-17
0021600078,20161104/GSWLAL,2016-11-04,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612744,LAL,GSW,117,97,16-17
0021600079,20161105/MINOKC,2016-11-05,18:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612750,OKC,MIN,112,92,16-17
0021600080,20161105/CLEPHI,2016-11-05,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612739,PHI,CLE,101,102,16-17
0021600081,20161105/WASORL,2016-11-05,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612764,ORL,WAS,88,86,16-17
0021600082,20161105/DENDET,2016-11-05,19:00:00,,Palace of Auburn Hills,Detroit,3,Final,1610612765,1610612743,DET,DEN,103,86,16-17
0021600083,20161105/CHIIND,2016-11-05,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612741,IND,CHI,111,94,16-17
0021600084,20161105/HOUATL,2016-11-05,19:30:00,,Philips Arena,Atlanta,3,Final,1610612737,1610612745,ATL,HOU,112,97,16-17
